delivery_partner|payout_period|payout_on|total_orders|total_payout|store_name|location|year|file_name
swiggy|24 September - 30 September|03 October 2023|15|1940.32|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_04102023_1696410521139.xlsx
swiggy|26 March - 31 March|04 April 2023|17|4375.06|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_05042023_1680655701982.xlsx
swiggy|28 May - 31 May|03 June 2023|20|3713.62|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_05062023_1685971767810.xlsx
swiggy|25 June - 30 June|04 July 2023|12|864.36|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_05072023_1688550834843.xlsx
swiggy|27 August - 31 August|03 September 2023|22|5197.5|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_05092023_1693862192414.xlsx
swiggy|26 November - 30 November|03 December 2023|15|2911.76|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_05122023_1701774913997.xlsx
swiggy|01 February - 04 February|07 February 2023|20|5700.51|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_08022023_1675813097904.xlsx
swiggy|01 March - 04 March|07 March 2023|15|4132.71|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_08032023_1678230653309.xlsx
swiggy|01 June - 03 June|07 June 2023|7|1616.58|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_08062023_1686175066070.xlsx
swiggy|01 November - 04 November|07 November 2023|17|4299.04|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_08112023_1699440905981.xlsx
swiggy|01 August - 05 August|08 August 2023|19|2513.37|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_09082023_1691573128087.xlsx
swiggy|01 May - 06 May|09 May 2023|22|5666.09|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_10052023_1683740716997.xlsx
swiggy|01 January - 07 January|10 January 2023|52|14050.17|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_11012023_1673438508560.xlsx
swiggy|01 October - 07 October|10 October 2023|26|5319.11|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_11102023_1697015509824.xlsx
swiggy|01 April - 08 April|11 April 2023|41|7738.43|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_12042023_1681320629104.xlsx
swiggy|01 July - 08 July|11 July 2023|33|9414.23|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_12072023_1689116485885.xlsx
swiggy|01 September - 09 September|12 September 2023|31|7881.93|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_13092023_1694608290604.xlsx
swiggy|01 December - 09 December|12 December 2023|29|6481.34|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_13122023_1702412923580.xlsx
swiggy|04 June - 10 June|13 June 2023|18|4041.53|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_14062023_1686744933006.xlsx
swiggy|05 February - 11 February|14 February 2023|38|10645.51|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_15022023_1676456265141.xlsx
swiggy|05 March - 11 March|14 March 2023|33|9986.64|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_15032023_1678904041602.xlsx
swiggy|06 August - 12 August|15 August 2023|24|5620.0|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_16082023_1692188973363.xlsx
swiggy|05 November - 11 November|14 November 2023|21|4597.16|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_16112023_1700126831338.xlsx
swiggy|07 May - 13 May|16 May 2023|39|12559.01|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_17052023_1684312290884.xlsx
swiggy|08 January - 14 January|17 January 2023|58|14796.68|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_18012023_1674034516132.xlsx
swiggy|08 October - 14 October|17 October 2023|31|5001.31|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_18102023_1697619839655.xlsx
swiggy|09 April - 15 April|18 April 2023|46|11208.05|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_19042023_1681921191355.xlsx
swiggy|09 July - 15 July|18 July 2023|23|5314.9|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_19072023_1689762799243.xlsx
swiggy|11 June - 17 June|20 June 2023|28|6631.85|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_21062023_1687352349107.xlsx
swiggy|10 September - 16 September|20 September 2023|25|6234.55|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_21092023_1695303291650.xlsx
swiggy|12 March - 18 March|21 March 2023|32|7799.82|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_22032023_1679487140969.xlsx
swiggy|12 November - 18 November|21 November 2023|21|5018.53|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_22112023_1700654259644.xlsx
swiggy|13 August - 19 August|22 August 2023|30|8360.29|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_23082023_1692736871725.xlsx
swiggy|14 May - 20 May|23 May 2023|51|12694.22|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_24052023_1684931480092.xlsx
swiggy|15 January - 21 January|24 January 2023|51|12299.45|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_25012023_1674591713410.xlsx
swiggy|15 October - 21 October|24 October 2023|22|5060.75|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_25102023_1698232461003.xlsx
swiggy|16 July - 22 July|25 July 2023|34|9269.46|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_26072023_1690361569344.xlsx
swiggy|16 April - 22 April|25 April 2023|37|6282.81|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_27042023_1682537045211.xlsx
swiggy|17 September - 23 September|26 September 2023|24|6778.64|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_27092023_1695830504358.xlsx
swiggy|19 February - 25 February|28 February 2023|34|8414.48|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_28022023_1677608678325.xlsx
swiggy|18 June - 24 June|27 June 2023|35|8583.62|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_28062023_1687954417431.xlsx
swiggy|19 March - 25 March|28 March 2023|32|10574.58|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_29032023_1680104439095.xlsx
swiggy|19 November - 25 November|28 November 2023|39|8551.06|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_29112023_1701262754456.xlsx
swiggy|20 August - 26 August|29 August 2023|30|8377.95|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_30082023_1693396786442.xlsx
swiggy|21 May - 27 May|30 May 2023|31|7947.48|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_31052023_1685530257906.xlsx
swiggy|22 January - 28 January|30 January 2023|1|72.5|CREAMERS|Ravet|2023|invoiceAnnexure_333265_01022023_1675245996560.xlsx
swiggy|19 February - 25 February|28 February 2023|4|1084.17|CREAMERS|Ravet|2023|invoiceAnnexure_333265_01032023_1677614873100.xlsx
swiggy|29 January - 31 January|02 February 2023|1|66.72|CREAMERS|Ravet|2023|invoiceAnnexure_333265_03022023_1675427522171.xlsx
swiggy|25 December - 31 December|03 January 2023|7|1604.61|CREAMERS|Ravet|2023|invoiceAnnexure_333265_04012023_1672839015804.xlsx
swiggy|23 April - 30 April|03 May 2023|3|233.55|CREAMERS|Ravet|2023|invoiceAnnexure_333265_04052023_1683204372213.xlsx
swiggy|26 March - 31 March|04 April 2023|3|713.49|CREAMERS|Ravet|2023|invoiceAnnexure_333265_05042023_1680642631800.xlsx
swiggy|28 May - 31 May|03 June 2023|6|1447.28|CREAMERS|Ravet|2023|invoiceAnnexure_333265_05062023_1685975842870.xlsx
swiggy|25 June - 30 June|04 July 2023|6|1447.96|Creamers|Ravet|2023|invoiceAnnexure_333265_05072023_1688550808693.xlsx
swiggy|01 February - 04 February|07 February 2023|1|895.87|CREAMERS|Ravet|2023|invoiceAnnexure_333265_08022023_1675806421189.xlsx
swiggy|01 June - 03 June|07 June 2023|6|1554.65|CREAMERS|Ravet|2023|invoiceAnnexure_333265_08062023_1686174452925.xlsx
swiggy|01 May - 06 May|09 May 2023|7|1646.32|CREAMERS|Ravet|2023|invoiceAnnexure_333265_10052023_1683742700322.xlsx
swiggy|01 January - 07 January|10 January 2023|3|658.7|CREAMERS|Ravet|2023|invoiceAnnexure_333265_11012023_1673433499966.xlsx
swiggy|01 April - 08 April|11 April 2023|4|1870.25|CREAMERS|Ravet|2023|invoiceAnnexure_333265_12042023_1681318791302.xlsx
swiggy|04 June - 10 June|13 June 2023|2|384.77|Creamers|Ravet|2023|invoiceAnnexure_333265_14062023_1686744974721.xlsx
swiggy|05 February - 11 February|14 February 2023|2|693.12|CREAMERS|Ravet|2023|invoiceAnnexure_333265_15022023_1676455085146.xlsx
swiggy|05 March - 11 March|14 March 2023|4|1189.79|CREAMERS|Ravet|2023|invoiceAnnexure_333265_15032023_1678895389231.xlsx
swiggy|05 November - 11 November|14 November 2023|1|-1210.44|Creamers|Ravet|2023|invoiceAnnexure_333265_15112023_1700065288009.xlsx
swiggy|07 May - 13 May|16 May 2023|7|1455.39|CREAMERS|Ravet|2023|invoiceAnnexure_333265_17052023_1684326805316.xlsx
swiggy|08 January - 14 January|17 January 2023|1|190.47|CREAMERS|Ravet|2023|invoiceAnnexure_333265_18012023_1674034125380.xlsx
swiggy|09 April - 15 April|18 April 2023|6|764.61|CREAMERS|Ravet|2023|invoiceAnnexure_333265_19042023_1681921393677.xlsx
swiggy|11 June - 17 June|20 June 2023|2|319.94|Creamers|Ravet|2023|invoiceAnnexure_333265_21062023_1687350527008.xlsx
swiggy|14 May - 20 May|23 May 2023|8|981.79|CREAMERS|Ravet|2023|invoiceAnnexure_333265_24052023_1684949865314.xlsx
swiggy|15 January - 21 January|24 January 2023|2|377.11|CREAMERS|Ravet|2023|invoiceAnnexure_333265_25012023_1674651258981.xlsx
swiggy|16 April - 22 April|25 April 2023|7|1704.23|CREAMERS|Ravet|2023|invoiceAnnexure_333265_26042023_1682531076862.xlsx
swiggy|19 March - 25 March|28 March 2023|1|-79.6|CREAMERS|Ravet|2023|invoiceAnnexure_333265_28032023_1680028015109.xlsx
swiggy|18 June - 24 June|27 June 2023|9|2475.28|Creamers|Ravet|2023|invoiceAnnexure_333265_28062023_1687955019718.xlsx
swiggy|21 May - 27 May|30 May 2023|5|1197.92|CREAMERS|Ravet|2023|invoiceAnnexure_333265_31052023_1685522581663.xlsx
swiggy|22 January - 28 January|31 January 2023|3|717.46|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_01022023_1675249441478.xlsx
swiggy|19 February - 25 February|28 February 2023|6|1900.64|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_01032023_1677674700518.xlsx
swiggy|22 October - 28 October|31 October 2023|6|1893.03|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_01112023_1698844313736.xlsx
swiggy|29 January - 31 January|03 February 2023|1|280.2|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_03022023_1675444583168.xlsx
swiggy|23 July - 31 July|02 August 2023|12|2605.65|Berries Galore|PCMC|2023|invoiceAnnexure_484962_03082023_1691086027169.xlsx
swiggy|29 October - 31 October|03 November 2023|2|425.77|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_03112023_1699034139033.xlsx
swiggy|25 December - 31 December|03 January 2023|5|156.04|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_04012023_1672831122132.xlsx
swiggy|23 April - 30 April|03 May 2023|9|1339.14|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_04052023_1683223622143.xlsx
swiggy|24 September - 30 September|03 October 2023|11|2878.62|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_04102023_1696406065502.xlsx
swiggy|26 March - 31 March|04 April 2023|2|26.11|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_05042023_1680646921272.xlsx
swiggy|28 May - 31 May|03 June 2023|3|253.23|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_05062023_1685957953992.xlsx
swiggy|25 June - 30 June|04 July 2023|6|794.03|Berries Galore|PCMC|2023|invoiceAnnexure_484962_05072023_1688555384736.xlsx
swiggy|26 November - 30 November|03 December 2023|2|685.32|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_05122023_1701770018366.xlsx
swiggy|27 August - 31 August|03 September 2023|5|1214.74|Berries Galore|PCMC|2023|invoiceAnnexure_484962_06092023_1693993814482.xlsx
swiggy|01 March - 04 March|07 March 2023|3|803.7|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_07032023_1678200569217.xlsx
swiggy|01 February - 04 February|07 February 2023|2|569.55|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_08022023_1675806232327.xlsx
swiggy|01 June - 03 June|07 June 2023|7|1523.68|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_08062023_1686171475404.xlsx
swiggy|01 August - 05 August|08 August 2023|5|-161.66|Berries Galore|PCMC|2023|invoiceAnnexure_484962_08082023_1691501659022.xlsx
swiggy|01 May - 06 May|09 May 2023|7|1775.2|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_10052023_1683735498252.xlsx
swiggy|01 January - 07 January|10 January 2023|3|853.74|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_11012023_1673425974437.xlsx
swiggy|01 April - 08 April|11 April 2023|1|-452.74|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_11042023_1681227695597.xlsx
swiggy|01 October - 07 October|10 October 2023|10|2956.92|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_11102023_1697019145955.xlsx
swiggy|01 July - 08 July|11 July 2023|6|654.46|Berries Galore|PCMC|2023|invoiceAnnexure_484962_12072023_1689125920409.xlsx
swiggy|04 June - 10 June|13 June 2023|1|-399.34|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_13062023_1686677984053.xlsx
swiggy|01 September - 09 September|12 September 2023|6|2259.74|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_13092023_1694601976978.xlsx
swiggy|01 December - 09 December|12 December 2023|4|1303.87|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_13122023_1702455539331.xlsx
swiggy|05 February - 11 February|14 February 2023|5|2343.86|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_15022023_1676453649114.xlsx
swiggy|05 March - 11 March|14 March 2023|7|2210.29|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_15032023_1678889434581.xlsx
swiggy|06 August - 12 August|15 August 2023|11|2186.43|Berries Galore|PCMC|2023|invoiceAnnexure_484962_16082023_1692171078348.xlsx
swiggy|05 November - 11 November|14 November 2023|1|228.81|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_16112023_1700130778733.xlsx
swiggy|07 May - 13 May|16 May 2023|5|1171.48|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_17052023_1684306454728.xlsx
swiggy|08 January - 14 January|17 January 2023|3|937.9|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_18012023_1674040769906.xlsx
swiggy|08 October - 14 October|17 October 2023|10|2401.47|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_18102023_1697632196477.xlsx
swiggy|09 April - 15 April|18 April 2023|3|-25.85|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_19042023_1681873955971.xlsx
swiggy|09 July - 15 July|18 July 2023|8|1533.02|Berries Galore|PCMC|2023|invoiceAnnexure_484962_19072023_1689758726795.xlsx
swiggy|11 June - 17 June|20 June 2023|6|276.74|Berries Galore|PCMC|2023|invoiceAnnexure_484962_21062023_1687338433682.xlsx
swiggy|10 September - 16 September|20 September 2023|7|2062.92|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_21092023_1695310695425.xlsx
swiggy|12 March - 18 March|21 March 2023|7|2079.53|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_22032023_1679502112876.xlsx
swiggy|12 November - 18 November|21 November 2023|2|529.6|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_22112023_1700637908838.xlsx
swiggy|13 August - 19 August|22 August 2023|4|1123.82|Berries Galore|PCMC|2023|invoiceAnnexure_484962_23082023_1692785307747.xlsx
swiggy|14 May - 20 May|23 May 2023|8|1129.08|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_24052023_1684943632670.xlsx
swiggy|15 January - 21 January|24 January 2023|2|425.0|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_25012023_1674640646350.xlsx
swiggy|15 October - 21 October|24 October 2023|4|971.88|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_25102023_1698242828300.xlsx
swiggy|16 April - 22 April|25 April 2023|6|1617.83|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_26042023_1682520375202.xlsx
swiggy|16 July - 22 July|25 July 2023|14|2521.2|Berries Galore|PCMC|2023|invoiceAnnexure_484962_26072023_1690365114195.xlsx
swiggy|17 September - 23 September|26 September 2023|7|2078.96|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_27092023_1695822940757.xlsx
swiggy|18 June - 24 June|27 June 2023|3|-202.12|Berries Galore|PCMC|2023|invoiceAnnexure_484962_28062023_1687892768636.xlsx
swiggy|19 March - 25 March|28 March 2023|1|-38.56|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_29032023_1680038021770.xlsx
swiggy|19 November - 25 November|28 November 2023|3|865.75|Berries Galore|Pimple Saudagar|2023|invoiceAnnexure_484962_29112023_1701270735526.xlsx
swiggy|20 August - 26 August|29 August 2023|4|1384.16|Berries Galore|PCMC|2023|invoiceAnnexure_484962_30082023_1693392011413.xlsx
swiggy|21 May - 27 May|30 May 2023|3|197.7|BERRIES GALORE|PCMC|2023|invoiceAnnexure_484962_31052023_1685529045814.xlsx
swiggy|22 January - 28 January|31 January 2023|3|847.66|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_01022023_1675252606201.xlsx
swiggy|19 February - 25 February|28 February 2023|2|1220.9|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_01032023_1677662141557.xlsx
swiggy|22 October - 28 October|31 October 2023|1|327.91|Berries Galore|Ravet|2023|invoiceAnnexure_489734_01112023_1698838515191.xlsx
swiggy|29 January - 31 January|03 February 2023|1|-136.26|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_03022023_1675416151659.xlsx
swiggy|23 July - 31 July|02 August 2023|5|-361.8|Berries Galore|PCMC|2023|invoiceAnnexure_489734_03082023_1691064955268.xlsx
swiggy|29 October - 31 October|03 November 2023|6|2001.46|Berries Galore|Ravet|2023|invoiceAnnexure_489734_03112023_1699025869471.xlsx
swiggy|25 December - 31 December|03 January 2023|14|2184.59|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_04012023_1672848347555.xlsx
swiggy|26 February - 28 February|03 March 2023|3|623.09|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_04032023_1677894083431.xlsx
swiggy|23 April - 30 April|03 May 2023|12|1707.65|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_04052023_1683191912955.xlsx
swiggy|28 May - 31 May|03 June 2023|3|-508.46|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_04062023_1685883862724.xlsx
swiggy|24 September - 30 September|03 October 2023|5|1435.03|Berries Galore|Ravet|2023|invoiceAnnexure_489734_04102023_1696416793092.xlsx
swiggy|26 March - 31 March|04 April 2023|1|-275.58|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_05042023_1680637496757.xlsx
swiggy|25 June - 30 June|04 July 2023|5|79.16|Berries Galore|PCMC|2023|invoiceAnnexure_489734_05072023_1688556005553.xlsx
swiggy|26 November - 30 November|03 December 2023|5|1615.48|Berries Galore|Ravet|2023|invoiceAnnexure_489734_05122023_1701769071070.xlsx
swiggy|27 August - 31 August|03 September 2023|4|1266.52|Berries Galore|PCMC|2023|invoiceAnnexure_489734_06092023_1693990289654.xlsx
swiggy|01 June - 03 June|07 June 2023|3|-406.72|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_07062023_1686152687671.xlsx
swiggy|01 February - 04 February|07 February 2023|4|517.14|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_08022023_1675799605683.xlsx
swiggy|01 March - 04 March|07 March 2023|1|297.64|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_08032023_1678218274590.xlsx
swiggy|01 August - 05 August|08 August 2023|1|-801.49|Berries Galore|PCMC|2023|invoiceAnnexure_489734_08082023_1691502688283.xlsx
swiggy|01 November - 04 November|07 November 2023|1|257.15|Berries Galore|Ravet|2023|invoiceAnnexure_489734_08112023_1699454135107.xlsx
swiggy|01 May - 06 May|09 May 2023|10|2311.32|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_10052023_1683658092434.xlsx
swiggy|01 January - 07 January|10 January 2023|13|1959.65|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_11012023_1673453041427.xlsx
swiggy|01 October - 07 October|10 October 2023|11|2698.68|Berries Galore|Ravet|2023|invoiceAnnexure_489734_11102023_1697024578391.xlsx
swiggy|01 April - 08 April|11 April 2023|6|320.45|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_12042023_1681304422797.xlsx
swiggy|01 July - 08 July|11 July 2023|7|334.62|Berries Galore|PCMC|2023|invoiceAnnexure_489734_12072023_1689126267774.xlsx
swiggy|04 June - 10 June|13 June 2023|5|-233.07|Berries Galore|PCMC|2023|invoiceAnnexure_489734_13062023_1686677013538.xlsx
swiggy|01 September - 09 September|12 September 2023|3|1295.3|Berries Galore|Ravet|2023|invoiceAnnexure_489734_13092023_1694606395226.xlsx
swiggy|01 December - 09 December|12 December 2023|7|2306.67|Berries Galore|Ravet|2023|invoiceAnnexure_489734_13122023_1702412776923.xlsx
swiggy|05 February - 11 February|14 February 2023|9|2259.22|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_14022023_1676396957469.xlsx
swiggy|05 March - 11 March|14 March 2023|5|1419.97|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_15032023_1678889653941.xlsx
swiggy|06 August - 12 August|15 August 2023|2|-263.79|Berries Galore|PCMC|2023|invoiceAnnexure_489734_15082023_1692113992889.xlsx
swiggy|05 November - 11 November|14 November 2023|4|1120.55|Berries Galore|Ravet|2023|invoiceAnnexure_489734_16112023_1700126875087.xlsx
swiggy|08 January - 14 January|17 January 2023|7|-162.62|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_17012023_1673975327801.xlsx
swiggy|07 May - 13 May|16 May 2023|9|1996.9|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_17052023_1684316737774.xlsx
swiggy|08 October - 14 October|17 October 2023|7|1687.71|Berries Galore|Ravet|2023|invoiceAnnexure_489734_18102023_1697631278543.xlsx
swiggy|09 April - 15 April|18 April 2023|5|-38.73|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_19042023_1681872436941.xlsx
swiggy|09 July - 15 July|18 July 2023|9|1343.47|Berries Galore|PCMC|2023|invoiceAnnexure_489734_19072023_1689761080311.xlsx
swiggy|11 June - 17 June|20 June 2023|10|1507.07|Berries Galore|PCMC|2023|invoiceAnnexure_489734_21062023_1687350337838.xlsx
swiggy|10 September - 16 September|20 September 2023|2|467.6|Berries Galore|Ravet|2023|invoiceAnnexure_489734_21092023_1695292073713.xlsx
swiggy|12 March - 18 March|21 March 2023|6|663.48|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_22032023_1679490449463.xlsx
swiggy|12 November - 18 November|21 November 2023|1|187.51|Berries Galore|Ravet|2023|invoiceAnnexure_489734_22112023_1700637841319.xlsx
swiggy|13 August - 19 August|22 August 2023|4|1350.85|Berries Galore|PCMC|2023|invoiceAnnexure_489734_23082023_1692787003593.xlsx
swiggy|14 May - 20 May|23 May 2023|15|2679.96|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_24052023_1684942711095.xlsx
swiggy|15 January - 21 January|24 January 2023|8|941.64|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_25012023_1674655683907.xlsx
swiggy|15 October - 21 October|24 October 2023|6|1775.05|Berries Galore|Ravet|2023|invoiceAnnexure_489734_25102023_1698235199965.xlsx
swiggy|16 April - 22 April|25 April 2023|5|543.87|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_26042023_1682516691547.xlsx
swiggy|16 July - 22 July|25 July 2023|11|1026.56|Berries Galore|PCMC|2023|invoiceAnnexure_489734_26072023_1690367139563.xlsx
swiggy|17 September - 23 September|26 September 2023|7|2470.45|Berries Galore|Ravet|2023|invoiceAnnexure_489734_27092023_1695819809717.xlsx
swiggy|18 June - 24 June|27 June 2023|10|1656.03|Berries Galore|PCMC|2023|invoiceAnnexure_489734_28062023_1687960598774.xlsx
swiggy|19 March - 25 March|28 March 2023|3|511.6|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_29032023_1680094967051.xlsx
swiggy|19 November - 25 November|28 November 2023|6|1867.35|Berries Galore|Ravet|2023|invoiceAnnexure_489734_29112023_1701266218269.xlsx
swiggy|20 August - 26 August|29 August 2023|4|1330.36|Berries Galore|PCMC|2023|invoiceAnnexure_489734_30082023_1693401040466.xlsx
swiggy|21 May - 27 May|30 May 2023|6|38.36|BERRIES GALORE|PCMC|2023|invoiceAnnexure_489734_31052023_1685531099016.xlsx
